Ukazatel,Čtvrtletí,Šetření,"ČR, regiony, kraje-Stát","ČR, regiony, kraje-Region","ČR, regiony, kraje-Kraj",Hodnota,MJ_TEXT,MJ_SYMBOL
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2020,Pracovištní metoda,Česko,Jihovýchod,Jihomoravský kraj,33828.5183810925,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2020,Pracovištní metoda,Česko,Střední Morava,Olomoucký kraj,30829.3951976292,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2020,Pracovištní metoda,Česko,Střední Morava,Zlínský kraj,30310.1588811916,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2020,Pracovištní metoda,Česko,Moravskoslezsko,Moravskoslezský kraj,30989.2459440102,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2019,Pracovištní metoda,Česko,,,36634.1086215804,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2019,Pracovištní metoda,Česko,Praha,,44871.2286943985,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2019,Pracovištní metoda,Česko,Střední Čechy,,37561.6334636577,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2019,Pracovištní metoda,Česko,Jihozápad,,34658.0621931467,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2019,Pracovištní metoda,Česko,Severozápad,,33451.5406257801,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2019,Pracovištní metoda,Česko,Severovýchod,,33976.5481849283,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2019,Pracovištní metoda,Česko,Jihovýchod,,35275.5429678714,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2019,Pracovištní metoda,Česko,Střední Morava,,33137.3353133346,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2019,Pracovištní metoda,Česko,Moravskoslezsko,,32855.6356557924,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2019,Pracovištní metoda,Česko,Praha,Hlavní město Praha,44871.2286943985,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2019,Pracovištní metoda,Česko,Střední Čechy,Středočeský kraj,37561.6334636577,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2019,Pracovištní metoda,Česko,Jihozápad,Jihočeský kraj,33631.6327680242,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2019,Pracovištní metoda,Česko,Jihozápad,Plzeňský kraj,35732.8232133391,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2019,Pracovištní metoda,Česko,Severozápad,Karlovarský kraj,32018.4362023044,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2019,Pracovištní metoda,Česko,Severozápad,Ústecký kraj,33953.810526446,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2019,Pracovištní metoda,Česko,Severovýchod,Liberecký kraj,34171.4808573709,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2019,Pracovištní metoda,Česko,Severovýchod,Královéhradecký kraj,34286.4894239107,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2019,Pracovištní metoda,Česko,Severovýchod,Pardubický kraj,33480.6477659444,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2019,Pracovištní metoda,Česko,Jihovýchod,Kraj Vysočina,33690.8748331256,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2019,Pracovištní metoda,Česko,Jihovýchod,Jihomoravský kraj,35865.4783124247,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2019,Pracovištní metoda,Česko,Střední Morava,Olomoucký kraj,33288.9457714441,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2019,Pracovištní metoda,Česko,Střední Morava,Zlínský kraj,32974.8588585665,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2019,Pracovištní metoda,Česko,Moravskoslezsko,Moravskoslezský kraj,32855.6356557924,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2019,Pracovištní metoda,Česko,,,34127.0489123391,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2019,Pracovištní metoda,Česko,Praha,,42169.2171070901,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2019,Pracovištní metoda,Česko,Střední Čechy,,34746.6318142823,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2019,Pracovištní metoda,Česko,Jihozápad,,32232.5260793846,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2019,Pracovištní metoda,Česko,Severozápad,,31319.1522657092,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2019,Pracovištní metoda,Česko,Severovýchod,,31472.324798935,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2019,Pracovištní metoda,Česko,Jihovýchod,,32739.8580789912,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2019,Pracovištní metoda,Česko,Střední Morava,,30681.1270784875,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2019,Pracovištní metoda,Česko,Moravskoslezsko,,30822.1491037492,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2019,Pracovištní metoda,Česko,Praha,Hlavní město Praha,42169.2171070901,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2019,Pracovištní metoda,Česko,Střední Čechy,Středočeský kraj,34746.6318142823,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2019,Pracovištní metoda,Česko,Jihozápad,Jihočeský kraj,31037.0348836188,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2019,Pracovištní metoda,Česko,Jihozápad,Plzeňský kraj,33491.4517330989,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2019,Pracovištní metoda,Česko,Severozápad,Karlovarský kraj,30154.997909241,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2019,Pracovištní metoda,Česko,Severozápad,Ústecký kraj,31727.8150546016,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2019,Pracovištní metoda,Česko,Severovýchod,Liberecký kraj,31879.5542457942,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2019,Pracovištní metoda,Česko,Severovýchod,Královéhradecký kraj,31817.6868160117,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2019,Pracovištní metoda,Česko,Severovýchod,Pardubický kraj,30770.0798822803,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2019,Pracovištní metoda,Česko,Jihovýchod,Kraj Vysočina,31495.6312833863,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2019,Pracovištní metoda,Česko,Jihovýchod,Jihomoravský kraj,33204.8524880328,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2019,Pracovištní metoda,Česko,Střední Morava,Olomoucký kraj,30957.6584391548,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2019,Pracovištní metoda,Česko,Střední Morava,Zlínský kraj,30385.1548443984,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2019,Pracovištní metoda,Česko,Moravskoslezsko,Moravskoslezský kraj,30822.1491037492,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2019,Pracovištní metoda,Česko,,,34576.0599645211,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2019,Pracovištní metoda,Česko,Praha,,42887.0549306141,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2019,Pracovištní metoda,Česko,Střední Čechy,,36852.4152239412,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2019,Pracovištní metoda,Česko,Jihozápad,,32224.7666980793,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2019,Pracovištní metoda,Česko,Severozápad,,31256.7642892519,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2019,Pracovištní metoda,Česko,Severovýchod,,32074.2935401462,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2019,Pracovištní metoda,Česko,Jihovýchod,,32799.0421036311,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2019,Pracovištní metoda,Česko,Střední Morava,,30641.4414083528,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2019,Pracovištní metoda,Česko,Moravskoslezsko,,30963.4825507106,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2019,Pracovištní metoda,Česko,Praha,Hlavní město Praha,42887.0549306141,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2019,Pracovištní metoda,Česko,Střední Čechy,Středočeský kraj,36852.4152239412,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2019,Pracovištní metoda,Česko,Jihozápad,Jihočeský kraj,31049.289047093,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2019,Pracovištní metoda,Česko,Jihozápad,Plzeňský kraj,33456.3502792844,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2019,Pracovištní metoda,Česko,Severozápad,Karlovarský kraj,29871.2825088507,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2019,Pracovištní metoda,Česko,Severozápad,Ústecký kraj,31742.4975920987,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2019,Pracovištní metoda,Česko,Severovýchod,Liberecký kraj,32302.1981177777,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2019,Pracovištní metoda,Česko,Severovýchod,Královéhradecký kraj,33172.119114744,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2019,Pracovištní metoda,Česko,Severovýchod,Pardubický kraj,30695.432107424,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2019,Pracovištní metoda,Česko,Jihovýchod,Kraj Vysočina,31599.306598624,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2019,Pracovištní metoda,Česko,Jihovýchod,Jihomoravský kraj,33247.8249595672,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2019,Pracovištní metoda,Česko,Střední Morava,Olomoucký kraj,30761.5805229567,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2019,Pracovištní metoda,Česko,Střední Morava,Zlínský kraj,30512.9697367399,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2019,Pracovištní metoda,Česko,Moravskoslezsko,Moravskoslezský kraj,30963.4825507106,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2019,Pracovištní metoda,Česko,,,32950.9726268539,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2019,Pracovištní metoda,Česko,Praha,,42286.2881788699,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2019,Pracovištní metoda,Česko,Střední Čechy,,33243.1436935042,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2019,Pracovištní metoda,Česko,Jihozápad,,30610.5999099104,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2019,Pracovištní metoda,Česko,Severozápad,,29894.313170027,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2019,Pracovištní metoda,Česko,Severovýchod,,30120.2002496533,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2019,Pracovištní metoda,Česko,Jihovýchod,,31353.0611201217,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2019,Pracovištní metoda,Česko,Střední Morava,,28997.4272109328,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2019,Pracovištní metoda,Česko,Moravskoslezsko,,29227.3116954903,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2019,Pracovištní metoda,Česko,Praha,Hlavní město Praha,42286.2881788699,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2019,Pracovištní metoda,Česko,Střední Čechy,Středočeský kraj,33243.1436935042,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2019,Pracovištní metoda,Česko,Jihozápad,Jihočeský kraj,29504.2268175875,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2019,Pracovištní metoda,Česko,Jihozápad,Plzeňský kraj,31765.6627002059,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2019,Pracovištní metoda,Česko,Severozápad,Karlovarský kraj,28669.2856789075,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2019,Pracovištní metoda,Česko,Severozápad,Ústecký kraj,30324.9154705612,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2019,Pracovištní metoda,Česko,Severovýchod,Liberecký kraj,30704.9733061563,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2019,Pracovištní metoda,Česko,Severovýchod,Královéhradecký kraj,30467.8566354941,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2019,Pracovištní metoda,Česko,Severovýchod,Pardubický kraj,29271.2206023024,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2019,Pracovištní metoda,Česko,Jihovýchod,Kraj Vysočina,29997.7039983127,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2019,Pracovištní metoda,Česko,Jihovýchod,Jihomoravský kraj,31859.670120543,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2019,Pracovištní metoda,Česko,Střední Morava,Olomoucký kraj,29226.2446265744,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2019,Pracovištní metoda,Česko,Střední Morava,Zlínský kraj,28754.239523677,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2019,Pracovištní metoda,Česko,Moravskoslezsko,Moravskoslezský kraj,29227.3116954903,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2018,Pracovištní metoda,Česko,,,34057.485626046,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2018,Pracovištní metoda,Česko,Praha,,42060.4763170725,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2018,Pracovištní metoda,Česko,Střední Čechy,,34618.5433500973,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2018,Pracovištní metoda,Česko,Jihozápad,,31990.1898963772,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2018,Pracovištní metoda,Česko,Severozápad,,30803.4165314404,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2018,Pracovištní metoda,Česko,Severovýchod,,31484.5969400244,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2018,Pracovištní metoda,Česko,Jihovýchod,,32570.3012734124,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2018,Pracovištní metoda,Česko,Střední Morava,,30891.4712859689,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2018,Pracovištní metoda,Česko,Moravskoslezsko,,31041.3030897653,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2018,Pracovištní metoda,Česko,Praha,Hlavní město Praha,42060.4763170725,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2018,Pracovištní metoda,Česko,Střední Čechy,Středočeský kraj,34618.5433500973,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2018,Pracovištní metoda,Česko,Jihozápad,Jihočeský kraj,30875.1638829889,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2018,Pracovištní metoda,Česko,Jihozápad,Plzeňský kraj,33145.3895496226,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2018,Pracovištní metoda,Česko,Severozápad,Karlovarský kraj,29736.6475786905,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2018,Pracovištní metoda,Česko,Severozápad,Ústecký kraj,31181.2881402272,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2018,Pracovištní metoda,Česko,Severovýchod,Liberecký kraj,31705.0120411604,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2018,Pracovištní metoda,Česko,Severovýchod,Královéhradecký kraj,31645.533763843,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2018,Pracovištní metoda,Česko,Severovýchod,Pardubický kraj,31132.0946039923,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2018,Pracovištní metoda,Česko,Jihovýchod,Kraj Vysočina,31202.7621519081,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2018,Pracovištní metoda,Česko,Jihovýchod,Jihomoravský kraj,33082.8004510078,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2018,Pracovištní metoda,Česko,Střední Morava,Olomoucký kraj,30814.1227624381,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2018,Pracovištní metoda,Česko,Střední Morava,Zlínský kraj,30974.4290538108,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2018,Pracovištní metoda,Česko,Moravskoslezsko,Moravskoslezský kraj,31041.3030897653,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2018,Pracovištní metoda,Česko,,,31684.8980694263,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2018,Pracovištní metoda,Česko,Praha,,39441.8871787995,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2018,Pracovištní metoda,Česko,Střední Čechy,,31925.4853507161,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2018,Pracovištní metoda,Česko,Jihozápad,,29890.381522568,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2018,Pracovištní metoda,Česko,Severozápad,,28855.9835294636,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2018,Pracovištní metoda,Česko,Severovýchod,,29157.6054953639,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2018,Pracovištní metoda,Česko,Jihovýchod,,30264.4344220117,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2018,Pracovištní metoda,Česko,Střední Morava,,28537.0172161621,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2018,Pracovištní metoda,Česko,Moravskoslezsko,,28814.5785563975,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2018,Pracovištní metoda,Česko,Praha,Hlavní město Praha,39441.8871787995,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2018,Pracovištní metoda,Česko,Střední Čechy,Středočeský kraj,31925.4853507161,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2018,Pracovištní metoda,Česko,Jihozápad,Jihočeský kraj,28889.8724009122,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2018,Pracovištní metoda,Česko,Jihozápad,Plzeňský kraj,30929.5246529221,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2018,Pracovištní metoda,Česko,Severozápad,Karlovarský kraj,28002.7854370659,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2018,Pracovištní metoda,Česko,Severozápad,Ústecký kraj,29158.9631019249,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2018,Pracovištní metoda,Česko,Severovýchod,Liberecký kraj,29537.8381029064,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2018,Pracovištní metoda,Česko,Severovýchod,Královéhradecký kraj,29307.7156694677,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2018,Pracovištní metoda,Česko,Severovýchod,Pardubický kraj,28687.5136527293,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2018,Pracovištní metoda,Česko,Jihovýchod,Kraj Vysočina,29245.6672655707,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2018,Pracovištní metoda,Česko,Jihovýchod,Jihomoravský kraj,30647.369326103,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2018,Pracovištní metoda,Česko,Střední Morava,Olomoucký kraj,28831.862680659,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2018,Pracovištní metoda,Česko,Střední Morava,Zlínský kraj,28220.9568212378,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2018,Pracovištní metoda,Česko,Moravskoslezsko,Moravskoslezský kraj,28814.5785563975,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2018,Pracovištní metoda,Česko,,,32003.4306530442,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2018,Pracovištní metoda,Česko,Praha,,39912.590189558,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2018,Pracovištní metoda,Česko,Střední Čechy,,33927.2929426798,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2018,Pracovištní metoda,Česko,Jihozápad,,29834.4686679971,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2018,Pracovištní metoda,Česko,Severozápad,,28778.7829921349,koruna česká,Kč
