Ukazatel,Čtvrtletí,Šetření,"ČR, regiony, kraje-Stát","ČR, regiony, kraje-Region","ČR, regiony, kraje-Kraj",Hodnota,MJ_TEXT,MJ_SYMBOL
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2024,Pracovištní metoda,Česko,Severovýchod,Pardubický kraj,44550.4663077651,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2024,Pracovištní metoda,Česko,Jihovýchod,Kraj Vysočina,44271.2507700899,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2024,Pracovištní metoda,Česko,Jihovýchod,Jihomoravský kraj,47966.4197832721,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2024,Pracovištní metoda,Česko,Střední Morava,Olomoucký kraj,43883.2637016795,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2024,Pracovištní metoda,Česko,Střední Morava,Zlínský kraj,44348.3869524581,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2024,Pracovištní metoda,Česko,Moravskoslezsko,Moravskoslezský kraj,43341.4117955607,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2024,Pracovištní metoda,Česko,,,44809.8219350603,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2024,Pracovištní metoda,Česko,Praha,,56113.8021914978,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2024,Pracovištní metoda,Česko,Střední Čechy,,44886.4103956236,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2024,Pracovištní metoda,Česko,Jihozápad,,41724.2624682972,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2024,Pracovištní metoda,Česko,Severozápad,,40800.9196435505,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2024,Pracovištní metoda,Česko,Severovýchod,,40863.3365291211,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2024,Pracovištní metoda,Česko,Jihovýchod,,43228.729324897,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2024,Pracovištní metoda,Česko,Střední Morava,,40439.9110267614,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2024,Pracovištní metoda,Česko,Moravskoslezsko,,40796.0280240324,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2024,Pracovištní metoda,Česko,Praha,Hlavní město Praha,56113.8021914978,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2024,Pracovištní metoda,Česko,Střední Čechy,Středočeský kraj,44886.4103956236,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2024,Pracovištní metoda,Česko,Jihozápad,Jihočeský kraj,40977.6480145211,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2024,Pracovištní metoda,Česko,Jihozápad,Plzeňský kraj,42456.9110092845,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2024,Pracovištní metoda,Česko,Severozápad,Karlovarský kraj,38930.3435166834,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2024,Pracovištní metoda,Česko,Severozápad,Ústecký kraj,41455.9722033116,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2024,Pracovištní metoda,Česko,Severovýchod,Liberecký kraj,41035.3695807284,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2024,Pracovištní metoda,Česko,Severovýchod,Královéhradecký kraj,41198.6792251534,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2024,Pracovištní metoda,Česko,Severovýchod,Pardubický kraj,40368.430796132,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2024,Pracovištní metoda,Česko,Jihovýchod,Kraj Vysočina,40800.978016335,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2024,Pracovištní metoda,Česko,Jihovýchod,Jihomoravský kraj,44125.1431836397,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2024,Pracovištní metoda,Česko,Střední Morava,Olomoucký kraj,40640.8866025967,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2024,Pracovištní metoda,Česko,Střední Morava,Zlínský kraj,40218.0547308466,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2024,Pracovištní metoda,Česko,Moravskoslezsko,Moravskoslezský kraj,40796.0280240324,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2024,Pracovištní metoda,Česko,,,45590.4743565788,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2024,Pracovištní metoda,Česko,Praha,,57244.852985673,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2024,Pracovištní metoda,Česko,Střední Čechy,,48510.746367877,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2024,Pracovištní metoda,Česko,Jihozápad,,41779.7841982772,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2024,Pracovištní metoda,Česko,Severozápad,,41363.4107476016,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2024,Pracovištní metoda,Česko,Severovýchod,,41591.3772733639,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2024,Pracovištní metoda,Česko,Jihovýchod,,43376.5785720317,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2024,Pracovištní metoda,Česko,Střední Morava,,40533.9716046977,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2024,Pracovištní metoda,Česko,Moravskoslezsko,,40784.5855639362,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2024,Pracovištní metoda,Česko,Praha,Hlavní město Praha,57244.852985673,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2024,Pracovištní metoda,Česko,Střední Čechy,Středočeský kraj,48510.746367877,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2024,Pracovištní metoda,Česko,Jihozápad,Jihočeský kraj,40939.3874837998,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2024,Pracovištní metoda,Česko,Jihozápad,Plzeňský kraj,42606.8701621896,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2024,Pracovištní metoda,Česko,Severozápad,Karlovarský kraj,38911.5195033552,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2024,Pracovištní metoda,Česko,Severozápad,Ústecký kraj,42222.124977133,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2024,Pracovištní metoda,Česko,Severovýchod,Liberecký kraj,41270.4038271756,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2024,Pracovištní metoda,Česko,Severovýchod,Královéhradecký kraj,43276.0329129114,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2024,Pracovištní metoda,Česko,Severovýchod,Pardubický kraj,40046.8124153095,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2024,Pracovištní metoda,Česko,Jihovýchod,Kraj Vysočina,41131.1369019958,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2024,Pracovištní metoda,Česko,Jihovýchod,Jihomoravský kraj,44199.1505186258,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2024,Pracovištní metoda,Česko,Střední Morava,Olomoucký kraj,40281.4601226408,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2024,Pracovištní metoda,Česko,Střední Morava,Zlínský kraj,40812.4923604509,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2024,Pracovištní metoda,Česko,Moravskoslezsko,Moravskoslezský kraj,40784.5855639362,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2024,Pracovištní metoda,Česko,,,43781.2359369791,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2024,Pracovištní metoda,Česko,Praha,,57895.4212412149,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2024,Pracovištní metoda,Česko,Střední Čechy,,43302.2055516146,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2024,Pracovištní metoda,Česko,Jihozápad,,40119.6225488309,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2024,Pracovištní metoda,Česko,Severozápad,,39390.5872711011,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2024,Pracovištní metoda,Česko,Severovýchod,,38822.0365883102,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2024,Pracovištní metoda,Česko,Jihovýchod,,41832.4738251216,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2024,Pracovištní metoda,Česko,Střední Morava,,38240.2199517663,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2024,Pracovištní metoda,Česko,Moravskoslezsko,,39048.470183364,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2024,Pracovištní metoda,Česko,Praha,Hlavní město Praha,57895.4212412149,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2024,Pracovištní metoda,Česko,Střední Čechy,Středočeský kraj,43302.2055516146,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2024,Pracovištní metoda,Česko,Jihozápad,Jihočeský kraj,39180.5892307942,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2024,Pracovištní metoda,Česko,Jihozápad,Plzeňský kraj,41047.4300357116,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2024,Pracovištní metoda,Česko,Severozápad,Karlovarský kraj,37161.163676614,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2024,Pracovištní metoda,Česko,Severozápad,Ústecký kraj,40167.4762379484,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2024,Pracovištní metoda,Česko,Severovýchod,Liberecký kraj,39197.225091177,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2024,Pracovištní metoda,Česko,Severovýchod,Královéhradecký kraj,39205.0111222969,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2024,Pracovištní metoda,Česko,Severovýchod,Pardubický kraj,38113.9209334951,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2024,Pracovištní metoda,Česko,Jihovýchod,Kraj Vysočina,39437.7964448531,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2024,Pracovištní metoda,Česko,Jihovýchod,Jihomoravský kraj,42713.3565693768,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2024,Pracovištní metoda,Česko,Střední Morava,Olomoucký kraj,38168.0036164078,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2024,Pracovištní metoda,Česko,Střední Morava,Zlínský kraj,38320.0060116543,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2024,Pracovištní metoda,Česko,Moravskoslezsko,Moravskoslezský kraj,39048.470183364,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2023,Pracovištní metoda,Česko,,,45532.0554367528,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2023,Pracovištní metoda,Česko,Praha,,54856.9744168336,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2023,Pracovištní metoda,Česko,Střední Čechy,,45941.767411783,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2023,Pracovištní metoda,Česko,Jihozápad,,42813.095181817,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2023,Pracovištní metoda,Česko,Severozápad,,42081.6125925785,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2023,Pracovištní metoda,Česko,Severovýchod,,41790.3553150542,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2023,Pracovištní metoda,Česko,Jihovýchod,,44325.6971953608,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2023,Pracovištní metoda,Česko,Střední Morava,,41518.2100709416,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2023,Pracovištní metoda,Česko,Moravskoslezsko,,41573.6242252689,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2023,Pracovištní metoda,Česko,Praha,Hlavní město Praha,54856.9744168336,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2023,Pracovištní metoda,Česko,Střední Čechy,Středočeský kraj,45941.767411783,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2023,Pracovištní metoda,Česko,Jihozápad,Jihočeský kraj,42210.6972356974,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2023,Pracovištní metoda,Česko,Jihozápad,Plzeňský kraj,43411.216119396,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2023,Pracovištní metoda,Česko,Severozápad,Karlovarský kraj,40189.367056993,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2023,Pracovištní metoda,Česko,Severozápad,Ústecký kraj,42740.1135379324,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2023,Pracovištní metoda,Česko,Severovýchod,Liberecký kraj,41374.4021598818,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2023,Pracovištní metoda,Česko,Severovýchod,Královéhradecký kraj,42479.8041263564,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2023,Pracovištní metoda,Česko,Severovýchod,Pardubický kraj,41372.7685679362,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2023,Pracovištní metoda,Česko,Jihovýchod,Kraj Vysočina,41997.6706294504,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2023,Pracovištní metoda,Česko,Jihovýchod,Jihomoravský kraj,45173.6540305992,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2023,Pracovištní metoda,Česko,Střední Morava,Olomoucký kraj,41257.8701584667,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2023,Pracovištní metoda,Česko,Střední Morava,Zlínský kraj,41803.3552261974,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2023,Pracovištní metoda,Česko,Moravskoslezsko,Moravskoslezský kraj,41573.6242252689,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2023,Pracovištní metoda,Česko,,,42071.4246666012,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2023,Pracovištní metoda,Česko,Praha,,51564.8427288081,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2023,Pracovištní metoda,Česko,Střední Čechy,,42332.8044841834,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2023,Pracovištní metoda,Česko,Jihozápad,,39460.7052819601,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2023,Pracovištní metoda,Česko,Severozápad,,38484.9254644966,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2023,Pracovištní metoda,Česko,Severovýchod,,38323.438840938,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2023,Pracovištní metoda,Česko,Jihovýchod,,40636.3675521188,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2023,Pracovištní metoda,Česko,Střední Morava,,38136.214499349,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2023,Pracovištní metoda,Česko,Moravskoslezsko,,38389.3792109656,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2023,Pracovištní metoda,Česko,Praha,Hlavní město Praha,51564.8427288081,koruna česká,Kč
