"Ukazatel","Čtvrtletí","Šetření","ČR, regiony, kraje-Stát","ČR, regiony, kraje-Region","ČR, regiony, kraje-Kraj","Hodnota","MJ_TEXT","MJ_SYMBOL"
"Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%)","4. čtvrtletí 2015","Pracovištní metoda","Česko","Jihovýchod","Kraj Vysočina","103.8","procento","%"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","4. čtvrtletí 2015","Pracovištní metoda","Česko","Jihovýchod","Jihomoravský kraj","444.2","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%)","4. čtvrtletí 2015","Pracovištní metoda","Česko","Jihovýchod","Jihomoravský kraj","102.0","procento","%"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","4. čtvrtletí 2015","Pracovištní metoda","Česko","Jihovýchod","Jihomoravský kraj","27471.0","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%)","4. čtvrtletí 2015","Pracovištní metoda","Česko","Jihovýchod","Jihomoravský kraj","103.6","procento","%"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","4. čtvrtletí 2015","Pracovištní metoda","Česko","Jihovýchod","Jihomoravský kraj","460.8","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%)","4. čtvrtletí 2015","Pracovištní metoda","Česko","Jihovýchod","Jihomoravský kraj","102.0","",""
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","4. čtvrtletí 2015","Pracovištní metoda","Česko","Jihovýchod","Jihomoravský kraj","26485.0","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%)","4. čtvrtletí 2015","Pracovištní metoda","Česko","Jihovýchod","Jihomoravský kraj","103.5","procento","%"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","4. čtvrtletí 2015","Pracovištní metoda","Česko","Střední Morava","Olomoucký kraj","215.8","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%)","4. čtvrtletí 2015","Pracovištní metoda","Česko","Střední Morava","Olomoucký kraj","103.1","procento","%"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","4. čtvrtletí 2015","Pracovištní metoda","Česko","Střední Morava","Olomoucký kraj","25371.0","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%)","4. čtvrtletí 2015","Pracovištní metoda","Česko","Střední Morava","Olomoucký kraj","103.2","procento","%"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","4. čtvrtletí 2015","Pracovištní metoda","Česko","Střední Morava","Olomoucký kraj","222.9","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%)","4. čtvrtletí 2015","Pracovištní metoda","Česko","Střední Morava","Olomoucký kraj","103.2","",""
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","4. čtvrtletí 2015","Pracovištní metoda","Česko","Střední Morava","Olomoucký kraj","24565.0","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%)","4. čtvrtletí 2015","Pracovištní metoda","Česko","Střední Morava","Olomoucký kraj","103.1","procento","%"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","4. čtvrtletí 2015","Pracovištní metoda","Česko","Střední Morava","Zlínský kraj","203.7","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%)","4. čtvrtletí 2015","Pracovištní metoda","Česko","Střední Morava","Zlínský kraj","101.4","procento","%"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","4. čtvrtletí 2015","Pracovištní metoda","Česko","Střední Morava","Zlínský kraj","25093.0","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%)","4. čtvrtletí 2015","Pracovištní metoda","Česko","Střední Morava","Zlínský kraj","103.5","procento","%"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","4. čtvrtletí 2015","Pracovištní metoda","Česko","Střední Morava","Zlínský kraj","209.5","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%)","4. čtvrtletí 2015","Pracovištní metoda","Česko","Střední Morava","Zlínský kraj","101.5","",""
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","4. čtvrtletí 2015","Pracovištní metoda","Česko","Střední Morava","Zlínský kraj","24399.0","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%)","4. čtvrtletí 2015","Pracovištní metoda","Česko","Střední Morava","Zlínský kraj","103.5","procento","%"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","4. čtvrtletí 2015","Pracovištní metoda","Česko","Moravskoslezsko","Moravskoslezský kraj","428.4","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%)","4. čtvrtletí 2015","Pracovištní metoda","Česko","Moravskoslezsko","Moravskoslezský kraj","101.7","procento","%"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","4. čtvrtletí 2015","Pracovištní metoda","Česko","Moravskoslezsko","Moravskoslezský kraj","26209.0","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%)","4. čtvrtletí 2015","Pracovištní metoda","Česko","Moravskoslezsko","Moravskoslezský kraj","103.4","procento","%"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","4. čtvrtletí 2015","Pracovištní metoda","Česko","Moravskoslezsko","Moravskoslezský kraj","440.9","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%)","4. čtvrtletí 2015","Pracovištní metoda","Česko","Moravskoslezsko","Moravskoslezský kraj","101.7","",""
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","4. čtvrtletí 2015","Pracovištní metoda","Česko","Moravskoslezsko","Moravskoslezský kraj","25467.0","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%)","4. čtvrtletí 2015","Pracovištní metoda","Česko","Moravskoslezsko","Moravskoslezský kraj","103.4","procento","%"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Praha","Hlavní město Praha","763.2","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Praha","Hlavní město Praha","102.3","procento","%"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Praha","Hlavní město Praha","33714.0","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Praha","Hlavní město Praha","102.9","procento","%"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Praha","Hlavní město Praha","800.5","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Praha","Hlavní město Praha","102.6","",""
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Praha","Hlavní město Praha","32145.0","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Praha","Hlavní město Praha","102.6","procento","%"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Střední Čechy","Středočeský kraj","388.4","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Střední Čechy","Středočeský kraj","103.3","procento","%"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Střední Čechy","Středočeský kraj","25910.0","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Střední Čechy","Středočeský kraj","103.3","procento","%"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Střední Čechy","Středočeský kraj","400.2","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Střední Čechy","Středočeský kraj","103.2","",""
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Střední Čechy","Středočeský kraj","25147.0","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Střední Čechy","Středočeský kraj","103.4","procento","%"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Jihozápad","Jihočeský kraj","219.8","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Jihozápad","Jihočeský kraj","101.3","procento","%"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Jihozápad","Jihočeský kraj","23599.0","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Jihozápad","Jihočeský kraj","104.3","procento","%"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Jihozápad","Jihočeský kraj","227.0","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Jihozápad","Jihočeský kraj","101.5","",""
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Jihozápad","Jihočeský kraj","22850.0","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Jihozápad","Jihočeský kraj","104.2","procento","%"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Jihozápad","Plzeňský kraj","209.5","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Jihozápad","Plzeňský kraj","102.2","procento","%"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Jihozápad","Plzeňský kraj","25211.0","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Jihozápad","Plzeňský kraj","103.6","procento","%"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Jihozápad","Plzeňský kraj","215.7","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Jihozápad","Plzeňský kraj","102.1","",""
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Jihozápad","Plzeňský kraj","24486.0","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Jihozápad","Plzeňský kraj","103.7","procento","%"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Severozápad","Karlovarský kraj","89.8","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Severozápad","Karlovarský kraj","99.7","procento","%"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Severozápad","Karlovarský kraj","22335.0","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Severozápad","Karlovarský kraj","104.6","procento","%"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Severozápad","Karlovarský kraj","92.6","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Severozápad","Karlovarský kraj","99.7","",""
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Severozápad","Karlovarský kraj","21662.0","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Severozápad","Karlovarský kraj","104.6","procento","%"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Severozápad","Ústecký kraj","240.5","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Severozápad","Ústecký kraj","101.4","procento","%"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Severozápad","Ústecký kraj","23683.0","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Severozápad","Ústecký kraj","103.7","procento","%"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Severozápad","Ústecký kraj","246.9","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Severozápad","Ústecký kraj","101.3","",""
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Severozápad","Ústecký kraj","23068.0","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Severozápad","Ústecký kraj","103.8","procento","%"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Severovýchod","Liberecký kraj","140.8","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Severovýchod","Liberecký kraj","101.5","procento","%"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Severovýchod","Liberecký kraj","24331.0","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Severovýchod","Liberecký kraj","103.4","procento","%"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Severovýchod","Liberecký kraj","145.2","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Severovýchod","Liberecký kraj","101.7","",""
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Severovýchod","Liberecký kraj","23594.0","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Severovýchod","Liberecký kraj","103.3","procento","%"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Severovýchod","Královéhradecký kraj","188.5","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Severovýchod","Královéhradecký kraj","102.2","procento","%"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Severovýchod","Královéhradecký kraj","23615.0","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Severovýchod","Královéhradecký kraj","103.2","procento","%"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Severovýchod","Královéhradecký kraj","195.1","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Severovýchod","Královéhradecký kraj","102.2","",""
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Severovýchod","Královéhradecký kraj","22811.0","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Severovýchod","Královéhradecký kraj","103.2","procento","%"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Severovýchod","Pardubický kraj","177.4","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Severovýchod","Pardubický kraj","102.3","procento","%"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Severovýchod","Pardubický kraj","23511.0","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Severovýchod","Pardubický kraj","103.8","procento","%"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Severovýchod","Pardubický kraj","183.0","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Severovýchod","Pardubický kraj","102.4","",""
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Severovýchod","Pardubický kraj","22801.0","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Severovýchod","Pardubický kraj","103.7","procento","%"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Jihovýchod","Kraj Vysočina","170.1","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Jihovýchod","Kraj Vysočina","101.5","procento","%"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Jihovýchod","Kraj Vysočina","23876.0","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Jihovýchod","Kraj Vysočina","104.2","procento","%"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Jihovýchod","Kraj Vysočina","174.5","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Jihovýchod","Kraj Vysočina","101.5","",""
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Jihovýchod","Kraj Vysočina","23266.0","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Jihovýchod","Kraj Vysočina","104.3","procento","%"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Jihovýchod","Jihomoravský kraj","440.9","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Jihovýchod","Jihomoravský kraj","101.9","procento","%"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Jihovýchod","Jihomoravský kraj","25294.0","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Jihovýchod","Jihomoravský kraj","103.4","procento","%"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Jihovýchod","Jihomoravský kraj","456.6","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Jihovýchod","Jihomoravský kraj","101.8","",""
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Jihovýchod","Jihomoravský kraj","24424.0","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Jihovýchod","Jihomoravský kraj","103.5","procento","%"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Střední Morava","Olomoucký kraj","213.1","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Střední Morava","Olomoucký kraj","103.0","procento","%"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Střední Morava","Olomoucký kraj","23527.0","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Střední Morava","Olomoucký kraj","103.7","procento","%"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Střední Morava","Olomoucký kraj","220.1","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Střední Morava","Olomoucký kraj","103.1","",""
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Střední Morava","Olomoucký kraj","22780.0","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Střední Morava","Olomoucký kraj","103.6","procento","%"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Střední Morava","Zlínský kraj","202.5","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Střední Morava","Zlínský kraj","101.7","procento","%"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Střední Morava","Zlínský kraj","23042.0","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Střední Morava","Zlínský kraj","104.2","procento","%"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Střední Morava","Zlínský kraj","208.1","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Střední Morava","Zlínský kraj","101.8","",""
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Střední Morava","Zlínský kraj","22414.0","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Střední Morava","Zlínský kraj","104.1","procento","%"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Moravskoslezsko","Moravskoslezský kraj","425.4","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Moravskoslezsko","Moravskoslezský kraj","101.7","procento","%"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Moravskoslezsko","Moravskoslezský kraj","24180.0","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Moravskoslezsko","Moravskoslezský kraj","103.5","procento","%"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Moravskoslezsko","Moravskoslezský kraj","437.6","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Moravskoslezsko","Moravskoslezský kraj","101.6","",""
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Moravskoslezsko","Moravskoslezský kraj","23506.0","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%)","3. čtvrtletí 2015","Pracovištní metoda","Česko","Moravskoslezsko","Moravskoslezský kraj","103.6","procento","%"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","2. čtvrtletí 2015","Pracovištní metoda","Česko","Praha","Hlavní město Praha","758.7","tisíc osob","tis. osob (tis. os.)"
